university,university-href,col-list,col-list-href,College Name,College Category,Approved By,College Code,Affiliated University,Established Year,College Type,Institution Type,Address,Pin Code,Location,District,Contact Number 1,Contact Number 2,Courses
"Bharathiyar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/7/Bharathiyar-University-Affiliated-Colleges.html","Maharaja College for Women, Erode","http://www.colleges-in-tamilnadu.com/colleges/264/Maharaja-College-for-Women.html","Maharaja College for Women","Arts & Science","null","null","Bharathiyar University","1990","Womens","Self Finance","Maharaja College for Women, Erode

P.O. Box 17

Erode Road

Perundurai,Erode.","638 052","Erode","Erode","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Bio-Technology""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Fashion Technology""},{""Courses"":""» B.Sc. - Hotel Management & Catering Technology""},{""Courses"":""» B.Sc. - Interior Decoration""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Microbiology""},{""Courses"":""» B.Sc. - Nutrition & Dietetics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Textile & Clothing""},{""Courses"":""» B.Sc. - Visual Communication""},{""Courses"":""» B.S.W. - Social Work""},{""Courses"":""» B.Lit. - Economics""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Computer Application""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.M. - Business Management""},{""Courses"":""» B.A. - Corporate Secretaryship""},{""Courses"":""» B.A. - English""},{""Courses"":""» B.A. - Social Work""},{""Courses"":""» B.A. - Tamil""},{""Courses"":""» M.Sc. - Bio-Chemistry""},{""Courses"":""» M.Sc. - Bio-Technology""},{""Courses"":""» M.Sc. - Chemistry""},{""Courses"":""» M.Sc. - Computer Communication""},{""Courses"":""» M.Sc. - Computer Science""},{""Courses"":""» M.Sc. - Costume Design & Fashion Technology""},{""Courses"":""» M.Sc. - Foods & Nutrition""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Micro Biology""},{""Courses"":""» M.Sc. - Physics""},{""Courses"":""» M.Sc. - Plant Biotechnology""},{""Courses"":""» M.Sc. - Software Systems""},{""Courses"":""» M.Sc. - Textile & Clothing""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.C.S. - Corporate Secretaryship""},{""Courses"":""» P.G.D. - Banking Management""}]"
"Anna University - Tirunelveli","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/5/Anna-University-Tirunelveli-Affiliated-Colleges.html","Udaya School of Engineering, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1042/Udaya-School-of-Engineering.html","Udaya School of Engineering","Engineering","AICTE","4978","Anna University - Tirunelveli","2002","Co-Education","Self Finance","Udaya School of Engineering,

Udaya Nagar,

Vellamadi Junction,

Ammandivilai Post,

Kalkulam,

Kanyakumari.","629 204","Kanyakumari","Kanyakumari","04651 -239900","04651 -239902","[{""Courses"":""» B.Tech. - Bio Technology""},{""Courses"":""» B.E. - Bio-Medical Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""}]"
"Madurai Kamaraj University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/12/Madurai-Kamaraj-University-Affiliated-Colleges.html","Rajapalayam Raju's College, Virudhunagar","http://www.colleges-in-tamilnadu.com/colleges/351/Rajapalayam-Rajus-College.html","Rajapalayam Raju's College","Arts & Science","null","null","Madurai Kamaraj University","1973","Co-Education","Aided","Rajapalayam Raju's College

Mudangiyar Road

Rajapalayam","626 117","Virudhunagar","Virudhunagar","null","null","[{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Textile & Clothing""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Computer Application""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - History""},{""Courses"":""» M.Sc. - Computer Science""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.A. - History""},{""Courses"":""» P.G.D.C.A - Computer Applications""},{""Courses"":""» M.Phil. - Commerce""},{""Courses"":""» M.Phil. - History""}]"
"Anna University - Trichy","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/4/Anna-University-Trichy-Affiliated-Colleges.html","C.A.R.E. School of Engineering, Srirangam, Trichy","http://www.colleges-in-tamilnadu.com/colleges/617/C-A-R-E-School-of-Engineering.html","C.A.R.E. School of Engineering","Engineering","AICTE","3841","Anna University - Trichy","2009","Co-Education","Self Finance","C.A.R.E. School of Engineering,

No.27, Thayanoor Village,

Kuttappatti,

Srirangam,

Trichy.","620 009","Srirangam","Trichy","0431-2690505","null","[{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Material Science and Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Dr. Meenakshi College of Teacher Education, Chengam, Tiruvanamalai","http://www.colleges-in-tamilnadu.com/colleges/1981/Dr-Meenakshi-College-of-Teacher-Education.html","Dr. Meenakshi College of Teacher Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Dr. Meenakshi College of Teacher Education

Chennasamutram Road

Chengam","","Chengam","Tiruvanamalai","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","M. Shanthi College of Education, Namakkal","http://www.colleges-in-tamilnadu.com/colleges/2259/M-Shanthi-College-of-Education.html","M. Shanthi College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Co-Education","Self Finance","M. Shanthi College of Education

Namakkal to T.Code Main Road

Eranapuram Post

Namakkal","","Namakkal","Namakkal","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Mahatma College of Education, Illuppur, Pudukottai","http://www.colleges-in-tamilnadu.com/colleges/2282/Mahatma-College-of-Education.html","Mahatma College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Mahatma College of Education

Ariyur

Annavasal Road

Mathiyamalur Post

Illupur","622 101","Illuppur","Pudukottai","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University - Tirunelveli","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/5/Anna-University-Tirunelveli-Affiliated-Colleges.html","Holy Cross Engineering College, Tuticorin","http://www.colleges-in-tamilnadu.com/colleges/678/Holy-Cross-Engineering-College.html","Holy Cross Engineering College","Engineering","null","4934","Anna University - Tirunelveli","2009","Co-Education","Self Finance","Holy Cross Engineering College,

7/131, Vagaikulam,

Srivaikuntam Express Road,

Thannoothu Village,

Sri Mulakarai,

Tuticorin.","628 851","Tuticorin","Tuticorin","04612269355","null","[{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","P.P.G. College of Education, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/2392/P-P-G-College-of-Education.html","P.P.G. College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","P.P.G. College of Education

#9/1, Keeranatham Road

Saravanampatti Post

Coimbatore","641 035","Coimbatore","Coimbatore","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Periyar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/15/Periyar-University-Affiliated-Colleges.html","Govt. Arts College for Women, Krishnagiri","http://www.colleges-in-tamilnadu.com/colleges/141/Govt-Arts-College-for-Women.html","Govt. Arts College for Women","Arts & Science","null","null","Periyar University","1992","Womens","Government","Govt. Arts College for Women, Krishnagiri

Krishnagiri","635 001","Krishnagiri","Krishnagiri","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Microbiology""},{""Courses"":""» B.Com. - Corporate Secretaryship""},{""Courses"":""» B.C.S. - Corporate Secretaryship""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - English""},{""Courses"":""» B.A. - Tamil""},{""Courses"":""» M.Sc. - Bio-Chemistry""},{""Courses"":""» M.Sc. - Computer Science""},{""Courses"":""» M.A. - English""},{""Courses"":""» Ph.D. - Bio-Chemistry""},{""Courses"":""» M.Phil. - Bio-Chemistry""}]"
"Anna University - Coimbatore","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/3/Anna-University-Coimbatore-Affiliated-Colleges.html","Indus College of Engineering, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/688/Indus-College-of-Engineering.html","Indus College of Engineering","Engineering","AICTE","2128","Anna University - Coimbatore","2008","Co-Education","Self Finance","Indus College of Engineering

Indus Valley

Kalimangalam

Alandurai Village

Coimbatore","641 010","Coimbatore","Coimbatore","0422-2906661","0422-2906662","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Arumugam Nallamani College of Education, Madurai","http://www.colleges-in-tamilnadu.com/colleges/1857/Arumugam-Nallamani-College-of-Education.html","Arumugam Nallamani College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2005","Co-Education","Self Finance","Arumugam Nallamani College of Education

No.70, T.P.K. Road

Madurai","625 014","Madurai","Madurai","null","null","[{""Courses"":""» B.Ed. - Education""},{""Courses"":""» M.Ed. - Education""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","Suguna College of Engineering, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/2994/Suguna-College-of-Engineering.html","Suguna College of Engineering","Engineering","AICTE","2360","Anna University","2012","Co-Education","Self Finance","Suguna College of Engineering,

Nehru Nagar,

Kalapatti Road,

Civil Aerodrome,

Coimbatore.","641 014","Coimbatore","Coimbatore","0422 - 2913705","9698110101","[{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» B.E. - Mechatronics Engineering""}]"
"Manonmaniam Sundaranar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/13/Manonmaniam-Sundaranar-University-Affiliated-Colleges.html","Annai Hajira Women's College, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/41/Annai-Hajira-Womens-College.html","Annai Hajira Women's College","Arts & Science","null","null","Manonmaniam Sundaranar University","null","Womens","Self Finance","Annai Hajira Women's College

Melapalayam","","Tirunelveli","Tirunelveli","null","null","[]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Department of Pharmacy, Annamalai University, Cuddalore","http://www.colleges-in-tamilnadu.com/colleges/1554/Department-of-Pharmacy-Annamalai-University.html","Department of Pharmacy, Annamalai University","Pharmacy","AICTE and PCI","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Aided","Department of Pharmacy, Annamalai University

Annamalai Nagar

Chidambaram

Cuddalore","608 002","Cuddalore","Cuddalore","null","null","[{""Courses"":""» B.Pharm. - Pharmacy""},{""Courses"":""» M.Pharm. - Industrial Pharmacy""},{""Courses"":""» M.Pharm. - Pharmaceutical Chemistry""},{""Courses"":""» M.Pharm. - Pharmacology""},{""Courses"":""» M.Pharm. - Pharmacy Practice""},{""Courses"":""» M.Pharm. - Quality Assurance""},{""Courses"":""» D.Pharm. - Pharmacy""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","S.K.R. Engineering College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/894/S-K-R-Engineering-College.html","S.K.R. Engineering College","Engineering","AICTE","null","Anna University","2001","Co-Education","Self Finance","KR Engineering College,

Agarmel Village,

Nazarathpet,

Poonamallee,

Tiruvallur, 

Chennai.","602 103","Chennai","Chennai","044-26494205","044-26273380","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Humanities And Science""},{""Courses"":""» B.E. - Mechanical Engineering""},{""Courses"":""» M.E. - Computer Science and Engineering""},{""Courses"":""» M.E. - Power Electronics and Drives""},{""Courses"":""» M.E. - VLSI Design""},{""Courses"":""» M.C.A. - Computer Application""},{""Courses"":""» M.B.A. - Business Administration""}]"
"University of Madras","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/26/University-of-Madras-Affiliated-Colleges.html","M.O.P. Vaishnav College for Women (Autonomous), Chennai","http://www.colleges-in-tamilnadu.com/colleges/258/M-O-P-Vaishnav-College-for-Women-Autonomous.html","M.O.P. Vaishnav College for Women (Autonomous)","Arts & Science","NAAC","null","University of Madras","1992","Womens","Self Finance","M.O.P. Vaishnav College for Women (Autonomous)

No.20, IVth Lane

Nungambakkam High Road

Chennai","600 034","Chennai","Chennai","null","null","[{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Electronic Media""},{""Courses"":""» B.Sc. - Electronics""},{""Courses"":""» B.Sc. - Information Technology""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Nutrition & Dietetics""},{""Courses"":""» B.Sc. - Visual Communication""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.Com. - Corporate Secretaryship""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - Sociology""},{""Courses"":""» M.Sc. - Information Technology""},{""Courses"":""» M.A. - Mass Communication""},{""Courses"":""» M.A. - Public Administration""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","C.S. Jain College of Education, Cuddalore","http://www.colleges-in-tamilnadu.com/colleges/1923/C-S-Jain-College-of-Education.html","C.S. Jain College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2005","Co-Education","Self Finance","C.S. Jain College of Education

Chidambaram Road

Thethampet

Srimushnam (P.O)

Kattumannarkoil Taluk

Cuddalore","608 703","Cuddalore","Cuddalore","null","null","[{""Courses"":""» B.Ed. - Education""},{""Courses"":""» M.Ed. - Education""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","National College of Pharmacy, Thiruninravur, Tiruvallur","http://www.colleges-in-tamilnadu.com/colleges/1574/National-College-of-Pharmacy.html","National College of Pharmacy","Pharmacy","PCI","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Self Finance","National College of Pharmacy

M.T.H. Road

Thiruninravur","602 024","Thiruninravur","Tiruvallur","null","null","[{""Courses"":""» D.Pharm. - Pharmacy""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Balaji College of Education, Chennai","http://www.colleges-in-tamilnadu.com/colleges/1881/Balaji-College-of-Education.html","Balaji College of Education","Teacher Education","NCTE`","null","Tamil Nadu Teachers Education University","2005","Co-Education","Self Finance","Balaji College of Education

No.6/7, 7th Street

Gopalapuram

Chennai","600 086","Chennai","Chennai","null","null","[{""Courses"":""» B.Ed. - Education""}]"
