_id,CollegeName,university,col-list,CollegeCategory,ApprovedBy,CollegeCode,AffiliatedUniversity,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses
237,Scott Christian College,Manonmaniam Sundaranar University,"Scott Christian College, Kanyakumari",Arts & Science,NAAC,null,Manonmaniam Sundaranar University,1893,Co-Education,Self Finance,"Scott Christian College

K.P.Road

Parvathipuram

Kanyakumari",629 003,Kanyakumari,Kanyakumari,null,null,"B.Sc. - Botany,B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physical Education,B.Sc. - Physics,B.Sc. - Zoology,B.Com. - (Regular),B.B.A. - Business Administration,B.A. - Economics,B.A. - English,B.A. - History,B.A. - Tamil,M.Sc. - Botany,M.Sc. - Chemistry,M.Sc. - Computer Science,M.Sc. - Mathematics,M.Sc. - Physics,M.Sc. - Zoology,M.Com. - (Regular),M.A. - Economics,M.A. - English,M.A. - History,M.A. - Tamil,Ph.D. - Botany,Ph.D. - Commerce,Ph.D. - Economics,Ph.D. - English,Ph.D. - Tamil,Ph.D. - Zoology,M.Phil. - Botany,M.Phil. - Commerce,M.Phil. - Economics,M.Phil. - English,M.Phil. - Physics,M.Phil. - Tamil,M.Phil. - Zoology"
238,Kamarajar College of Education,Tamil Nadu Teachers Education University,"Kamarajar College of Education, Namakkal",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Kamarajar College of Education

Bommaikuttaimedu

Selappampatty Post

Namakkal",637 019,Namakkal,Namakkal,null,null,B.Ed. - Education
239,Annai Fathima Teacher Training College for Women,Tamil Nadu Teachers Education University,"Annai Fathima Teacher Training College for Women, Dharapuram, Erode",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Womens,Self Finance,"Annai Fathima Teacher Training College for Women

Manakadavu Post

Palani Main Road

Dharapuram",638 673,Dharapuram,Erode,null,null,B.Ed. - Education
240,Rathinam College of Arts and Science,Bharathiyar University,"Rathinam College of Arts and Science, Coimbatore",Arts & Science,null,null,Bharathiyar University,2001,Co-Education,Self Finance,"Rathinam College of Arts and Science

K.P.M. Nagar

Eachanari

Coimbatore.",641 021,Coimbatore,Coimbatore,null,null,"B.Sc. - Computer Science,B.Sc. - Fashion Technology,B.Sc. - Textile & Fashion Designing,B.Sc. - Visual Communication,B.Com. - Computer Application,B.C.S. - Corporate Secretaryship,B.C.A. - Computer Application,B.B.M. - Business Management,M.Sc. - Applied Electronics,M.Sc. - Bio-Technology,M.Sc. - Computer Communication,M.Sc. - Computer Science,M.Sc. - Foods & Nutrition,M.Sc. - Information Science & Management,M.Sc. - Software Systems (Integrated ),M.I.B. - International Business,M.Com. - (Regular)"
241,"Erode Builder Educational Trust,s Group of Institutions",Anna University - Coimbatore,"Erode Builder Educational Trust,s Group of Institutions, Kangeayam, Tirupur",Engineering,AICTE,3188,Anna University - Coimbatore,2009,Co-Education,Self Finance,"Erode Builder Educational Trust,s Group of Institutions,

EBET Knowledge Park,

Nathakadaiur,

Palayakottai Village,

Kangeayam,

Tirupur.",638 108,Kangeayam,Tirupur,04257242007,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
242,Sri Vijay Vidhyalaya College of Nursing,Tamil Nadu Dr. M.G.R. Medical University,"Sri Vijay Vidhyalaya College of Nursing, Dharmapuri",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,2008,Co-Education,Self Finance,"Sri Vijay Vidhyalaya College of Nursing

D.N.C. Compound

Gandhi Nagar

Dharmapuri",636 701,Dharmapuri,Dharmapuri,null,null,B.Sc. - Nursing
243,Kamaraj College of Education,Tamil Nadu Teachers Education University,"Kamaraj College of Education, Chidambaram, Cuddalore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Kamaraj College of Education

No.70, Vengan Street

Chidambaram",608 001,Chidambaram,Cuddalore,null,null,B.Ed. - Education
244,Muslim Arts College,Manonmaniam Sundaranar University,"Muslim Arts College, Kanyakumari",Arts & Science,null,null,Manonmaniam Sundaranar University,1982,Co-Education,Self Finance,"Muslim Arts College, Tiruvithamcode

Thiruvithancode

Kanyakumari",629 157,Kanyakumari,Kanyakumari,null,null,"B.Sc. - Chemistry,B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Nutrition & Dietetics,B.Sc. - Physics,B.Sc. - Zoology,B.Lit. - English,B.Com. - (Regular),B.Com. - Corporate Secretaryship,B.B.A. - Business Administration,B.A. - Corporate Secretaryship,B.A. - History,M.Sc. - Zoology,M.Com. - (Regular)"
245,Chengalpattu Medical College,Tamil Nadu Dr. M.G.R. Medical University,"Chengalpattu Medical College, Chengalpattu, Kanchipuram",Medical,MCI,null,Tamil Nadu Dr. M.G.R. Medical University,1965,Co-Education,Government,"Chengalpattu Medical College

Chengalpattu",603 001,Chengalpattu,Kanchipuram,null,null,"M.B.B.S. - Medicine and Surgery,M.S. - General Surgery,M.D. - Dermatology,M.D. - Dermatology, Venereology and Leprosy,M.D. - General Medicine,M.D. - Obstetrtics & Gynaecology,M.D. - Paediatrics,M.Ch. - Plastic Surgery"
246,Nethaji Subash Chandra Bose College,Bharathidasan University,"Nethaji Subash Chandra Bose College, Tiruvarur",Arts & Science,null,null,Bharathidasan University,2000,Co-Education,Self Finance,"Nethaji Subash Chandra Bose College

Kaveri Nagar

Tiruvarur",614 001,Tiruvarur,Tiruvarur,null,null,"B.Sc. - Computer Science,B.Sc. - Physics,B.Com. - (Regular),B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - Tamil,M.Sc. - Information Technology"
247,S.R.M. Institute of Education,Deemed University,"S.R.M. Institute of Education, Chennai",Teacher Education,NCTE,null,Deemed University,2004,Co-Education,Self Finance,"S.R.M. Institute of Science and Technology

No.3, Veerasamy Street

West Mambalam

chennai",600 033,Chennai,Chennai,null,null,"B.Ed. - Education,M.Ed. - Education"
248,St. Xavier College of Education,Tamil Nadu Teachers Education University,"St. Xavier College of Education, Kumbakonam, Thanjavur",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"St. Xavier College of Education

No.45, Karuppur

Marudhanallur Post

Thippirajapuram

Kumbakonam",612 402,Kumbakonam,Thanjavur,null,null,B.Ed. - Education
249,Kongunadu College of Engineering and Technology,Anna University - Trichy,"Kongunadu College of Engineering and Technology, Thottiam, Trichy",Engineering,AICTE,3826,Anna University - Trichy,2007,Co-Education,Self Finance,"Kongunadu College of Engineering and Technology,

Trichy - Namakkal Main Road,

Tholurpatti,

Thottiam,

Trichy.",621 215,Thottiam,Trichy,04326277571,null,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
250,Scad Engineering College,Anna University - Tirunelveli,"Scad Engineering College, Tirunelveli",Engineering,null,4936,Anna University - Tirunelveli,2009,Co-Education,Self Finance,"Scad Engineering College,

Scad Campus,

SCAD Nagar,

Cheranmahadevi,

Tirunelveli.",627 414,Tirunelveli,Tirunelveli,04634260090,null,"B.E. - Civil Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
251,Mother College of Education,Tamil Nadu Teachers Education University,"Mother College of Education, Villupuram",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Mother College of Education

No.3/139, Jeyasuriya Mahal

NH45, Trichy Main Road

Vignesh Nagar

Villupuram",605 401,Villupuram,Villupuram,null,null,D.T.Ed. - Dip. in Teacher Education
252,Madras Christian College (Autonomous),University of Madras,"Madras Christian College (Autonomous), Chennai",Arts & Science,NAAC,null,University of Madras,1837,Co-Education,Aided,"Madras Christian College (Autonomous)

Tambaram

Chennai",600 059,Chennai,Chennai,null,null,"B.Sc. - Botany,B.Sc. - Chemistry,B.Sc. - Mathematics,B.Sc. - Microbiology,B.Sc. - Physical Education,B.Sc. - Physics,B.Sc. - Statistics,B.Sc. - Visual Communication,B.Sc. - Zoology,B.Lit. - Tamil,B.Com. - (Regular),B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - Economics,B.A. - English,B.A. - History,B.A. - Political Science,B.A. - Sociology,B.A. - Tamil,M.Sc. - Botany,M.Sc. - Chemistry,M.Sc. - Mathematics,M.Sc. - Physics,M.Sc. - Statistics,M.Sc. - Zoology,M.S.W. - Social Work,M.Com. - (Regular),M.A. - Economics,M.A. - English,M.A. - History,M.A. - Mass Communication,M.A. - Philosophy,M.A. - Public Administration,M.A. - Tamil,Ph.D. - Botany,Ph.D. - Chemistry,Ph.D. - Economics,Ph.D. - English,Ph.D. - History,Ph.D. - Mathematics,Ph.D. - Statistics,Ph.D. - Tamil,Ph.D. - Zoology,M.Phil. - Botany,M.Phil. - Chemistry,M.Phil. - Economics,M.Phil. - English,M.Phil. - History,M.Phil. - Mathematics,M.Phil. - Philosophy,M.Phil. - Physics,M.Phil. - Statistics,M.Phil. - Tamil,M.Phil. - Zoology"
253,Sri K. Ramachandra Naidu College of Nursing,Tamil Nadu Dr. M.G.R. Medical University,"Sri K. Ramachandra Naidu College of Nursing, Tirunelveli",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,null,Womens,Self Finance,"Sri K. Ramachandra Naidu College of Nursing

Perumalpatti (P.O)

Karivalam (Via)

Sankaran Koil Taluk

Tirunelveli",627 753,Tirunelveli,Tirunelveli,null,null,"B.Sc. - Nursing,M.Sc. - Community Health Nursing,M.Sc. - Medical Surgical Nursing,M.Sc. - Obstretics and Gynaecology Nursing,M.Sc. - Paediatric Nursing,M.Sc. - Pshyciatric Nursing"
254,Sree Sowdambika College of Engineering,Anna University - Tirunelveli,"Sree Sowdambika College of Engineering, Virudhunagar",Engineering,AICTE,4970,Anna University - Tirunelveli,2000,Co-Education,Self Finance,"Sree Sowdambika College of Engineering,

Chettikurichi Post,

Aruppukottai,

Virudhunagar.",626 134,Virudhunagar,Virudhunagar,04566-223953,04566-223771,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering"
255,Christian College of Physiotherapy,Tamil Nadu Dr. M.G.R. Medical University,"Christian College of Physiotherapy, Colachel, Kanyakumari",Physiotherapy,null,null,Tamil Nadu Dr. M.G.R. Medical University,null,Co-Education,Self Finance,"Christian College of Physiotherapy

Colachel",629 251,Colachel,Kanyakumari,null,null,B.P.T. - Physiotherapy
256,University College of Engineering,Anna University - Tirunelveli,"University College of Engineering, Nagercoil, Kanyakumari",Engineering,AICTE,4023,Anna University - Tirunelveli,2009,Co-Education,Government,"University College of Engineering, Nagercoil,

Nagercoil Industrial Estate,

Konam,

Nagercoil,

Kanyakumari.",629 004,Nagercoil,Kanyakumari,04652260510,null,"B.E. - Civil Engineering,B.E. - Civil Engineering - Tamil Medium,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering,B.E. - Mechanical Engineering - Tamil Medium"
257,Rabiammal Ahamed Maideen College for Women,Bharathidasan University,"Rabiammal Ahamed Maideen College for Women, Tiruvarur, Thanjavur",Arts & Science,null,null,Bharathidasan University,1999,Womens,Self Finance,"Rabiammal Ahamed Maideen College for Women

Vasan Nagar

Tiruvarur",610 002,Tiruvarur,Thanjavur,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Computer Science,B.Sc. - Information Technology,B.Sc. - Mathematics,B.Com. - (Regular),B.B.A. - Business Administration,M.Sc. - Bio-Chemistry,M.Sc. - Cyber Technology,M.Sc. - Micro Biology"
258,Rajiv Gandhi College of Engineering,Anna University,"Rajiv Gandhi College of Engineering, Sriperumbudur, Kanchipuram",Engineering,AICTE,null,Anna University,2001,Co-Education,Self Finance,"Rajiv Gandhi College of Engineering

Nemili,

Valarpuram post, 

Sriperumbudur taluk, 

Kanchipuram.",602 105,Sriperumbudur,Kanchipuram,044-27163100,044-27162905,"B.Tech. - Information Technology,B.E. - Automobile Engineering,B.E. - Bio-Medical Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering,B.E. - Petroleum Engineering,M.E. - Applied Electronics,M.E. - Communication and Networking,M.E. - Computer Science and Engineering,M.E. - Embedded Systems Technology"
259,Grace College of Education,Tamil Nadu Teachers Education University,"Grace College of Education, Vandavasi, Tiruvanamalai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"Grace College of Education

Visamangalam Village

Nedungunam Post

Vandavasi",606 807,Vandavasi,Tiruvanamalai,null,null,"B.Ed. - Education,M.Ed. - Education"
260,Annai Meenakshi College of Education,Tamil Nadu Teachers Education University,"Annai Meenakshi College of Education, Sivagiri, Tirunelveli",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Annai Meenakshi College of Education

No.10, Pambukovil Sandai Road

Puthukudi Village

Puliangudi Post

Sivagiri",627 855,Sivagiri,Tirunelveli,null,null,B.Ed. - Education
261,Bishop Ambrose College,Bharathiyar University,"Bishop Ambrose College, Coimbatore",Arts & Science,null,null,Bharathiyar University,1997,Co-Education,Self Finance,"Bishop Ambrose College

College Nagar

Sungam Bye Pass Road

Ramanathapuram

Coimbatore",641 045,Coimbatore,Coimbatore,null,null,"B.Sc. - Computer Science,B.Com. - Computer Application,B.C.S. - Corporate Secretaryship,B.B.M. - Business Management,B.B.A. - Business Administration,M.Com. - Computer Applications"
262,St. Louis College for the Deaf,University of Madras,"St. Louis College for the Deaf, Chennai",Arts & Science,null,null,University of Madras,1993,Co-Education,Aided,"St. Louis College for the Deaf

Canal Bank Road

Gandhi Nagar

Adyar

Chennai",600 020,Chennai,Chennai,null,null,"B.Sc. - Visual Communication,B.Com. - (Regular)"
263,S.K.T. College of Education,Tamil Nadu Teachers Education University,"S.K.T. College of Education, Nagapatinam, Nagapattinam",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"S.K.T. College of Education

Velankanni Main Road

Anthanapettai

Nagapattinam",611 001,Nagapatinam,Nagapattinam,null,null,B.P.Ed. - Physical Education
264,Chandy College of Engineering,Anna University - Tirunelveli,"Chandy College of Engineering, Mullakkadu, Tuticorin",Engineering,null,4931,Anna University - Tirunelveli,2009,Co-Education,Self Finance,"Chandy College of Engineering,

Chandy Nagar,

Mullakkadu,

Tuticorin.",628 005,Mullakkadu,Tuticorin,04612356953,null,"B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
265,Pavai College of Technology,Anna University - Coimbatore,"Pavai College of Technology, Namakkal",Engineering,AICTE,2657,Anna University - Coimbatore,2009,Co-Education,Self Finance,"Pavai College of Technology,

Salem-Namakkal Highways,

Pachal,

Namakkal.",637 408,Namakkal,Namakkal,04286293968,null,"B.E. - Civil Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
266,Annai J.K.K. Sampoorani Ammal College of Education,Tamil Nadu Teachers Education University,"Annai J.K.K. Sampoorani Ammal College of Education, Gobi, Erode",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"Annai J.K.K. Sampoorani Ammal College of Education

T.N.Palayam

Gobi",638 506,Gobi,Erode,null,null,B.Ed. - Education
267,Paulsons Teachers Training College,Tamil Nadu Teachers Education University,"Paulsons Teachers Training College, Vanur, Villupuram",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2004,Co-Education,Self Finance,"Paulsons Teachers Training College

Paulsons Nagar

Pullichapallam

Vanur",605109,Vanur,Villupuram,null,null,"B.P.Ed. - Physical Education,B.Ed. - Education,M.Ed. - Education"
268,Annamalai University,Annamalai University,"Annamalai University, Chidambaram, Cuddalore",Teacher Education,NCTE,null,Annamalai University,2001,Co-Education,Aided,"Annamalai University

Annamalainagar

Chidambaram",608 002,Chidambaram,Cuddalore,null,null,"B.Ed. - Education,M.Ed. - Education"
